Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
101112C4_R2_001 - polya	(1, 0.10146412600849757)	(2, 0.10943763714279574)	(3, 0.11644305019407707)	(4, 0.12424634628081185)	(5, 0.1323209225996008)	(6, 0.1398050654721542)	(7, 0.14786900335047043)	(8, 0.1560286871930411)	(9, 0.1656086028387189)	(10, 0.17919389132237304)	(12, 0.19488293140950613)	(14, 0.20989909013674013)	(16, 0.2238354471559938)	(18, 0.2378595713091473)	(20, 0.2514262425219742)	(22, 0.2659636714279362)	(24, 0.2804000351494073)	(26, 0.29357042445462567)	(28, 0.3068073040127985)	(30, 0.3202303562792438)	(32, 0.33335819182257126)	(34, 0.34705784354130703)	(36, 0.3595420534360354)	(38, 0.3728773385685808)	(40, 0.38592272619824475)	(42, 0.39839363804238226)	(44, 0.4109602958507742)	(46, 0.4229950316355304)	(48, 0.4357744582533766)	(50, 0.44891293223717676)	(52, 0.4614769304354505)	(54, 0.4735568795922158)	(56, 0.48560757303768115)	(58, 0.4979694408669733)	(60, 0.5105228006247743)	(62, 0.5229086049451301)	(64, 0.5366295335448114)	(66, 0.5497919440196751)	(68, 0.5625128592149213)	(70, 0.5756114390469489)	(72, 0.5877046862543052)	(74, 0.6002474075716334)	(76, 0.6127688520080163)	(78, 0.6253700847479445)	(80, 0.6373143937886827)	(82, 0.6498517958857746)	(84, 0.6624902631673574)	(86, 0.6751739438209491)	(88, 0.6873443197217324)	(90, 0.6993045864231797)	(92, 0.7123047606808346)	(94, 0.7244591789209089)	(96, 0.7366002991103924)	(98, 0.7492946182044568)	(100, 0.7613266943790948)	(102, 0.7734226011965692)	(104, 0.7856754250110161)	(106, 0.7981755925664535)	(108, 0.8107741656962636)	(110, 0.8224977270971929)	(112, 0.8341813943463497)	(114, 0.8452959050302163)	(116, 0.8569343589073641)	(118, 0.868740368221957)	(120, 0.8813203240809397)	(122, 0.8943151791183583)	(124, 0.9064536396977236)	(126, 0.9188554016787884)	(128, 0.9304060884220363)	(130, 0.9426402949656559)	(132, 0.9550659934377844)	(134, 0.9668055124994228)	(136, 0.9786700332366157)	(138, 0.9901728469977364)
101112C4_R2_001 - polyg	(1, 0.04994215879914986)	(2, 0.05127196385823895)	(3, 0.05156452097123855)	(4, 0.05180388588187459)	(5, 0.05206984689369241)	(6, 0.0522772964829103)	(7, 0.052548576714964476)	(8, 0.0529847527743457)	(9, 0.05370284750625381)	(10, 0.054378388476271064)	(12, 0.05554595731815128)	(14, 0.05650873618093179)	(16, 0.05718693676106722)	(18, 0.05796354291557525)	(20, 0.058556635971928984)	(22, 0.05917898473958268)	(24, 0.05989707947149079)	(26, 0.06073219704859874)	(28, 0.06147422827157045)	(30, 0.062343920780214716)	(32, 0.06316574030673178)	(34, 0.06402745398502149)	(36, 0.0649290618150839)	(38, 0.06582269081479178)	(40, 0.06663919112107247)	(42, 0.06743707415652593)	(44, 0.0683918741889519)	(46, 0.06926156669759616)	(48, 0.07009668427470411)	(50, 0.07101424976547557)	(52, 0.07185202695270171)	(54, 0.07271374063099144)	(56, 0.07362066768129019)	(58, 0.07440791227627094)	(60, 0.07525632790396977)	(62, 0.0761685741745049)	(64, 0.07707550122480365)	(66, 0.07804891852805687)	(68, 0.0791287202360372)	(70, 0.08000373196491783)	(72, 0.08093193589616202)	(74, 0.08193726852083336)	(76, 0.08713946591198987)	(78, 0.08972726655697724)	(80, 0.09121132900292067)	(82, 0.09312624828800897)	(84, 0.09530180936467872)	(86, 0.09740556096815765)	(88, 0.09962899502695462)	(90, 0.10159710651440647)	(92, 0.1037141561684763)	(94, 0.10604929385223674)	(96, 0.10784187107188883)	(98, 0.10974615191650441)	(100, 0.11158128289804736)	(102, 0.11344832920100845)	(104, 0.11536058887597855)	(106, 0.11721433712834875)	(108, 0.11941915391631845)	(110, 0.12147503253767018)	(112, 0.12353888998937645)	(114, 0.1257277491166371)	(116, 0.1280176734283885)	(118, 0.1306639854959758)	(120, 0.13322784964989956)	(122, 0.13593267314008678)	(124, 0.13894601140398266)	(126, 0.1421721184773328)	(128, 0.14568546344344616)	(130, 0.14906582790365064)	(132, 0.1527626859679183)	(134, 0.1569914660558216)	(136, 0.16157663389956078)	(138, 0.16650755105866313)
101112C9_R1_001 - illumina_universal_adapter	(1, 0.0039283211260799245)	(2, 0.003949875700159924)	(3, 0.0040307053529599225)	(4, 0.00416542144095992)	(5, 0.0041977533020799195)	(6, 0.004289360241919918)	(7, 0.0043486353206399165)	(8, 0.004413299042879916)	(9, 0.004456408191039914)	(10, 0.0047366176540799085)	(12, 0.005000661186559905)	(14, 0.005237761501439899)	(16, 0.005501805033919895)	(18, 0.0058116520363198886)	(20, 0.006145747934559882)	(22, 0.006434040362879876)	(24, 0.006741193043519871)	(26, 0.007096843515839864)	(28, 0.0074632712751998564)	(30, 0.00778658988639985)	(32, 0.00831737127311984)	(34, 0.00883737537279983)	(36, 0.00941934887295982)	(38, 0.010103706599999807)	(40, 0.010685680100159795)	(42, 0.01141584129711978)	(44, 0.012207971894559765)	(46, 0.01306476621423975)	(48, 0.014034722047839732)	(50, 0.01510706210831971)	(52, 0.016478471884159684)	(54, 0.017946877243359655)	(56, 0.019396422350239625)	(58, 0.021247421399359593)	(60, 0.02340826745087955)	(62, 0.025905903722399502)	(64, 0.02869722106575945)	(66, 0.03185227184671939)	(68, 0.03536297309999932)	(70, 0.03967658223775924)	(72, 0.04478501629471914)	(74, 0.05056433646991903)	(76, 0.057235477147678904)	(78, 0.06499242949471876)	(80, 0.07432825439311858)	(82, 0.08548544080127836)	(84, 0.0990486565411181)	(86, 0.11524422464047779)	(88, 0.13368146844415743)	(90, 0.155176767445437)	(92, 0.1812470247951965)	(94, 0.21235296951439592)	(96, 0.24765127889215524)	(98, 0.28789097437775446)	(100, 0.33388574114271363)	(102, 0.3893968523639925)	(104, 0.4553080455788713)	(106, 0.5285828201638298)	(108, 0.6098785906283083)	(110, 0.7003135005027066)	(112, 0.8064967210643046)	(114, 0.9271753926947022)	(116, 1.0611667081412597)	(118, 1.2038472112638168)	(120, 1.3599562140382138)	(122, 1.5376655943625304)	(124, 1.7346851787407667)	(126, 1.9447587520462029)	(128, 2.167554912702358)	(130, 2.399581819708274)	(132, 2.6510347866037893)	(134, 2.9260927064386637)	(136, 3.2204150268575384)	(138, 3.5181591359116124)
101112C9_R1_001 - polya	(1, 0.006617254242559873)	(2, 0.00888587316447983)	(3, 0.0103893047065598)	(4, 0.012129836563519767)	(5, 0.013838036559359734)	(6, 0.015519293337599702)	(7, 0.01766936210207966)	(8, 0.021031875658559598)	(9, 0.025574502145919508)	(10, 0.03228336332831938)	(12, 0.03713044817455929)	(14, 0.04200447623839919)	(16, 0.046549797047519104)	(18, 0.05052392164351903)	(20, 0.05409120365375896)	(22, 0.05829703992111888)	(24, 0.0625729285542388)	(26, 0.06648508374975873)	(28, 0.07007661465583866)	(30, 0.07344721117759859)	(32, 0.07679086448175852)	(34, 0.08021534743871847)	(36, 0.08390926257167838)	(38, 0.0879264963158383)	(40, 0.09162849441407825)	(42, 0.09507183762335816)	(44, 0.09842896253631811)	(46, 0.10191810921551805)	(48, 0.10547461393871797)	(50, 0.10929785651615789)	(52, 0.11278430887359783)	(54, 0.11642972621487777)	(56, 0.12046582021135768)	(58, 0.12422978771007762)	(60, 0.12741447603039757)	(62, 0.1307958498391975)	(64, 0.13451670818975742)	(66, 0.13800585486895736)	(68, 0.1414007002865573)	(70, 0.14497606526207724)	(72, 0.14831702424447715)	(74, 0.15167684347919708)	(76, 0.15504474567919702)	(78, 0.15859316743711693)	(80, 0.16218469834319688)	(82, 0.16577353492751684)	(84, 0.16940548065999675)	(86, 0.17332841314255665)	(88, 0.1771785989375966)	(90, 0.18087520839231652)	(92, 0.18474425443967646)	(94, 0.18865910395695637)	(96, 0.1926601717705563)	(98, 0.19627325725071623)	(100, 0.20012344304575616)	(102, 0.2036718648036761)	(104, 0.20735500264959603)	(106, 0.21134798749791595)	(108, 0.21512273228367587)	(110, 0.21887322817359578)	(112, 0.22273957989919574)	(114, 0.22611287074271566)	(116, 0.2297259562228756)	(118, 0.2333902338164755)	(120, 0.23713534106287545)	(122, 0.24057598995039536)	(124, 0.24451508836351532)	(126, 0.24835180254975525)	(128, 0.25179514575903517)	(130, 0.2553866766651151)	(132, 0.259708368768155)	(134, 0.26336456339647496)	(136, 0.26689412490207487)	(138, 0.2704641012340748)
101112C9_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00019399116671999628)	(4, 0.00035026182879999325)	(5, 0.0004364801251199916)	(6, 0.0006358599353599878)	(7, 0.0007705760233599852)	(8, 0.0011855015743999773)	(9, 0.0017351432134399666)	(10, 0.0024033350099199537)	(12, 0.0032655179731199374)	(14, 0.004044176961759923)	(16, 0.004725840367039909)	(18, 0.005604189260799893)	(20, 0.006355905031839878)	(22, 0.0071076208028798635)	(24, 0.007888974113279849)	(26, 0.00884545833807983)	(28, 0.009737278840639813)	(30, 0.010653348239039795)	(32, 0.011663718899039777)	(34, 0.012703727098399755)	(36, 0.013741040975999735)	(38, 0.01467327630495972)	(40, 0.015715978826079696)	(42, 0.01673982109487968)	(44, 0.017949571565119657)	(46, 0.020247828026399614)	(48, 0.02138752613087959)	(50, 0.02241675704319957)	(52, 0.023629201835199547)	(54, 0.024739262400319526)	(56, 0.025806213817279502)	(58, 0.026851610660159484)	(60, 0.02813410781791946)	(62, 0.029254945670079437)	(64, 0.030906564908959405)	(66, 0.034675921051199335)	(68, 0.037882163945599276)	(70, 0.06042016546799884)	(72, 0.0677460263334387)	(74, 0.07010894651695865)	(76, 0.07177134304287862)	(78, 0.07338524177711858)	(80, 0.07488328467567856)	(82, 0.07635707867839853)	(84, 0.07784164996815851)	(86, 0.07941782819775847)	(88, 0.08096975753151844)	(90, 0.08264023702271842)	(92, 0.08432957676623838)	(94, 0.08597850168335835)	(96, 0.08760317770463832)	(98, 0.08952961776303828)	(100, 0.09162580009231824)	(102, 0.0935549344724782)	(104, 0.09582894203791816)	(106, 0.09808947799455811)	(108, 0.10033384802063808)	(110, 0.10248391678511803)	(112, 0.10513782371871798)	(114, 0.10788064327039792)	(116, 0.11089558931983787)	(118, 0.11413146975359781)	(120, 0.11746704009247774)	(122, 0.12131453156575767)	(124, 0.12543684385855758)	(126, 0.1294459946374375)	(128, 0.13408022806463743)	(130, 0.13896772773727734)	(132, 0.1442809302479972)	(134, 0.1502838791292771)	(136, 0.15691460498063697)	(138, 0.16408419518399686)
101112C9_R2_001 - illumina_universal_adapter	(1, 0.003960652987199924)	(2, 0.003982207561279923)	(3, 0.004068425857599922)	(4, 0.004224696519679919)	(5, 0.004257028380799918)	(6, 0.004337858033599917)	(7, 0.004397133112319916)	(8, 0.004461796834559915)	(9, 0.0045156832697599136)	(10, 0.004809364341599908)	(12, 0.005065324908799903)	(14, 0.005299730901919899)	(16, 0.0055610801126398934)	(18, 0.005879010080319887)	(20, 0.006207717335039881)	(22, 0.006504092728639875)	(24, 0.006843577270399869)	(26, 0.007231559603839861)	(28, 0.007643790833119854)	(30, 0.008120685784639845)	(32, 0.00878887758111983)	(34, 0.009475929629919819)	(36, 0.010203396505119804)	(38, 0.011057496503039787)	(40, 0.011817295239359774)	(42, 0.012765696498879755)	(44, 0.013759901228319736)	(46, 0.014915765263359713)	(48, 0.01619287377759969)	(50, 0.01767205642383966)	(52, 0.019436837176639625)	(54, 0.021322862408639592)	(56, 0.023117280700799558)	(58, 0.025340096152799516)	(60, 0.027932033685919462)	(62, 0.030849984151999407)	(64, 0.03418286016911934)	(66, 0.03787677530207927)	(68, 0.041966755733759194)	(70, 0.0468273121887991)	(72, 0.05239647526671899)	(74, 0.05875507462031887)	(76, 0.06595969100655874)	(78, 0.07429322821023857)	(80, 0.08415444585183837)	(82, 0.09582894203791817)	(84, 0.11004418364367789)	(86, 0.12669239779871758)	(88, 0.14569006052847722)	(90, 0.1676299226201568)	(92, 0.19398577807647627)	(94, 0.22543929030271567)	(96, 0.26088578737727497)	(98, 0.30147305036991423)	(100, 0.34761869915343335)	(102, 0.40336152204607223)	(104, 0.469003283084951)	(106, 0.5420194027809495)	(108, 0.623226260627348)	(110, 0.7133944326475063)	(112, 0.8188852125167843)	(114, 0.9388876093854219)	(116, 1.0718685541719795)	(118, 1.2129162983079769)	(120, 1.3670422802670137)	(122, 1.5422540243198104)	(124, 1.7364984572852467)	(126, 1.9434816435319626)	(128, 2.1627132164996388)	(130, 2.390927658215154)	(132, 2.638789094204589)	(134, 2.908892156322824)	(136, 3.1974971259669784)	(138, 3.489162845130493)
101112C9_R2_001 - polya	(1, 0.05391876706111896)	(2, 0.058676939289278876)	(3, 0.0624274351791988)	(4, 0.06632881308767873)	(5, 0.07119475818623863)	(6, 0.07530090454847856)	(7, 0.07989202882751846)	(8, 0.08675716067199833)	(9, 0.09383783825727819)	(10, 0.104073566623518)	(12, 0.1137892908900778)	(14, 0.12360470506175764)	(16, 0.13302944257823746)	(18, 0.14221707977983727)	(20, 0.1509008788123171)	(22, 0.15969783935871693)	(24, 0.16842744186111677)	(26, 0.1769657475185566)	(28, 0.18552291342831645)	(30, 0.1939696121459163)	(32, 0.20184242032863614)	(34, 0.20970714554607597)	(36, 0.2182131193423958)	(38, 0.22660593162479564)	(40, 0.23507687923823548)	(42, 0.24272875303663533)	(44, 0.2505853952887952)	(46, 0.258199548582555)	(48, 0.2661127715916749)	(50, 0.27366495548495473)	(52, 0.2815943444246346)	(54, 0.28950217879023443)	(56, 0.2975312576350343)	(58, 0.3052289349033541)	(60, 0.312950861067514)	(62, 0.3210014944863938)	(64, 0.3288500537732737)	(66, 0.3365073162151936)	(68, 0.3439032294463934)	(70, 0.3514365530873532)	(72, 0.35840406915871315)	(74, 0.36595355873023294)	(76, 0.37326594798687285)	(78, 0.3809016558547127)	(80, 0.38837301009519254)	(82, 0.3954456047151924)	(84, 0.40273374507599224)	(86, 0.4107789898513521)	(88, 0.41868682421695197)	(90, 0.4263413923371118)	(92, 0.4341306765452717)	(94, 0.4418984061793515)	(96, 0.4497200222486314)	(98, 0.4575955247531112)	(100, 0.46477858656527105)	(102, 0.47228227266687095)	(104, 0.47979673605551076)	(106, 0.48711990259919064)	(108, 0.4946074227702305)	(110, 0.5021623009852704)	(112, 0.5098087861401501)	(114, 0.51712925836207)	(116, 0.52396475266719)	(118, 0.5309134084862298)	(120, 0.5381503567335897)	(122, 0.5454762175990295)	(124, 0.5527481920292694)	(126, 0.5598396469015893)	(128, 0.5670604292183892)	(130, 0.574027945289749)	(132, 0.5809766011087889)	(134, 0.5881731345297487)	(136, 0.5952241745756686)	(138, 0.6018495117835084)
101112C9_R2_001 - polyg	(1, 0.27981070341951464)	(2, 0.2817991128783946)	(3, 0.28346420372607456)	(4, 0.28508079678207454)	(5, 0.28675666491679447)	(6, 0.2883355374681545)	(7, 0.29050177216319445)	(8, 0.2925494567007944)	(9, 0.29485040748383434)	(10, 0.2983638030588743)	(12, 0.30300881377311417)	(14, 0.3054202317483141)	(16, 0.3070745453089541)	(18, 0.30835973678847406)	(20, 0.3094913519276741)	(22, 0.310652604606234)	(24, 0.311792302710714)	(26, 0.31291852920639396)	(28, 0.313915428257594)	(30, 0.3147937771513539)	(32, 0.3157233181585539)	(34, 0.3167687150014339)	(36, 0.3176901730433539)	(38, 0.3185523560065539)	(40, 0.31940915032623385)	(42, 0.3202901935417538)	(44, 0.3212278175142338)	(46, 0.32219777334783384)	(48, 0.32315425757263383)	(50, 0.32405146671871377)	(52, 0.32498639636943377)	(54, 0.32598598974239373)	(56, 0.32705832980287375)	(58, 0.3280175083494337)	(60, 0.32904673926175365)	(62, 0.33010830203519365)	(64, 0.3310998124428736)	(66, 0.33213712632047365)	(68, 0.3333899859388736)	(70, 0.33437880202479353)	(72, 0.33552927741631355)	(74, 0.3366204777291135)	(76, 0.3401177073735935)	(78, 0.3430194919091134)	(80, 0.3445256177729534)	(82, 0.34615029379423334)	(84, 0.3478989086164733)	(86, 0.34976876791791334)	(88, 0.35147427359199324)	(90, 0.35329832942351325)	(92, 0.3551277738985532)	(94, 0.35704074234815314)	(96, 0.3590264574852731)	(98, 0.3608343473862331)	(100, 0.362960167254873)	(102, 0.365005157470713)	(104, 0.3670366760777529)	(106, 0.3687960681870329)	(108, 0.3708356697593529)	(110, 0.37296687827151287)	(112, 0.3752408858369528)	(114, 0.37756877983759274)	(116, 0.37995056027343266)	(118, 0.38253980348479266)	(120, 0.3853014832887926)	(122, 0.38820057350255255)	(124, 0.3915684757025525)	(126, 0.39516539525215244)	(128, 0.3989024195332723)	(130, 0.4027472166847923)	(132, 0.40680217093359217)	(134, 0.4110403390620721)	(136, 0.415723070280952)	(138, 0.42085305891199193)
101112H14_R1_001 - illumina_universal_adapter	(1, 0.000811893126690223)	(2, 0.0008172699023636682)	(3, 0.0008441537807308942)	(4, 0.0009463125185263526)	(5, 0.000989326723913914)	(6, 0.0010699783590155919)	(7, 0.0010861086860359274)	(8, 0.001134499667096934)	(9, 0.0011721370968110505)	(10, 0.0012581655075861735)	(12, 0.0014167803899528065)	(14, 0.00158614882366633)	(16, 0.0017635824208900208)	(18, 0.0019410160181137122)	(20, 0.0021211380031741257)	(22, 0.0022905064368876488)	(24, 0.0025512800570497403)	(26, 0.0027771046353344386)	(28, 0.0029679801717417426)	(30, 0.0032690796094546727)	(32, 0.0037261055416975136)	(34, 0.004201950188797413)	(36, 0.004710055489937982)	(38, 0.005253109832955946)	(40, 0.005836489993524749)	(42, 0.006436000481113887)	(44, 0.007180683911886046)	(46, 0.008083982225024836)	(48, 0.00910556960297942)	(50, 0.010275018311953751)	(52, 0.011791269051865292)	(54, 0.013165035236430537)	(56, 0.0149097989424635)	(58, 0.01703631372131107)	(60, 0.019340262097382335)	(62, 0.021921114420636025)	(64, 0.024902536531561378)	(66, 0.028459273639545368)	(68, 0.03275262901479135)	(70, 0.03833103377599073)	(72, 0.04515416210559267)	(74, 0.052902095851027175)	(76, 0.06256953851188163)	(78, 0.07375323191264761)	(80, 0.08804739004050163)	(82, 0.106011197565482)	(84, 0.1278005809821186)	(86, 0.1532354183053511)	(88, 0.18331578981044017)	(90, 0.219649351423746)	(92, 0.26380074486624117)	(94, 0.31645282064845315)	(96, 0.3772157625340572)	(98, 0.44734773603063943)	(100, 0.5300344807247162)	(102, 0.6288569292148021)	(104, 0.7429117831877581)	(106, 0.8734195707214563)	(108, 1.0169633508754223)	(110, 1.1789333412622853)	(112, 1.3654536893740987)	(114, 1.5780863485439987)	(116, 1.812744969260167)	(118, 2.061759581024434)	(120, 2.328229895012541)	(122, 2.627778132943682)	(124, 2.955153873372739)	(126, 3.307270847063154)	(128, 3.669186994418423)	(130, 4.045206424365139)	(132, 4.451913801468043)	(134, 4.888317110615384)	(136, 5.347257174997972)	(138, 5.808775403315975)
101112H14_R1_001 - polya	(1, 0.005704758989525342)	(2, 0.008479175237023058)	(3, 0.010861086860359276)	(4, 0.012705320916350973)	(5, 0.014990450577565177)	(6, 0.01727558023877938)	(7, 0.019824171907992398)	(8, 0.023501886468628906)	(9, 0.027615119858814475)	(10, 0.034155967465560544)	(12, 0.03920475982292557)	(14, 0.044581535496370756)	(16, 0.04920287418769689)	(18, 0.05382421287902303)	(20, 0.05844823995818589)	(22, 0.06279805147800305)	(24, 0.06766941023814438)	(26, 0.0724789360780411)	(28, 0.07690133406944977)	(30, 0.08108446554339012)	(32, 0.08530792283488131)	(34, 0.08953406851420923)	(36, 0.09448607890945225)	(38, 0.09917462729669645)	(40, 0.10377445888532881)	(42, 0.10838235563747133)	(44, 0.11217298248725019)	(46, 0.11581037123033586)	(48, 0.11982413427056268)	(50, 0.12419814128091033)	(52, 0.1283463237129733)	(54, 0.13269882362062718)	(56, 0.13747608880648324)	(58, 0.14189579841005517)	(60, 0.14628593574742316)	(62, 0.15115998289540122)	(64, 0.15618726815007247)	(66, 0.16082742555625568)	(68, 0.16523100483280728)	(70, 0.1695162950445431)	(72, 0.17373975233603428)	(74, 0.17788793476809725)	(76, 0.18253078056211716)	(78, 0.18699619275891338)	(80, 0.19139170687195484)	(82, 0.19657223023331927)	(84, 0.2009892514490545)	(86, 0.2062262309549901)	(88, 0.21130459557855907)	(90, 0.21576194261184511)	(92, 0.22084568401108756)	(94, 0.22566865179016787)	(96, 0.23049699634492166)	(98, 0.2350672556673501)	(100, 0.2399950705720626)	(102, 0.24449274342289948)	(104, 0.24882911300353303)	(106, 0.25349077751241)	(108, 0.2577491838457786)	(110, 0.26238665286412505)	(112, 0.26690852120549247)	(114, 0.27137393340228866)	(116, 0.27609743083141025)	(118, 0.28054402431334946)	(120, 0.2855713095680207)	(122, 0.29068462323346705)	(124, 0.29585976981915807)	(126, 0.3004112104267294)	(128, 0.3043577637710382)	(130, 0.30843604811934633)	(132, 0.3135601153361396)	(134, 0.3179072384681201)	(136, 0.32235920872573265)	(138, 0.3263998556443267)
101112H14_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0004140117268552793)	(4, 0.0006021988754258608)	(5, 0.0007903860239964423)	(6, 0.0009248054158325719)	(7, 0.0011506299941172696)	(8, 0.0014302223291364194)	(9, 0.0018980018127261506)	(10, 0.0024840703611316755)	(12, 0.003191116362189718)	(14, 0.0038685900970438112)	(16, 0.004484230911653285)	(18, 0.005159016258670655)	(20, 0.005817671278667691)	(22, 0.006382232724379436)	(24, 0.007108097440294536)	(26, 0.007863534422413583)	(28, 0.00864854367073658)	(30, 0.009395915489345461)	(32, 0.010191678289015349)	(34, 0.010995506252195406)	(36, 0.01186116713562008)	(38, 0.012643487996106356)	(40, 0.013530655982224811)	(42, 0.014390940089976038)	(44, 0.01545823006115491)	(46, 0.019310689831178382)	(48, 0.020345719148316583)	(50, 0.021310850381699994)	(52, 0.022305553881287354)	(54, 0.023249178011976984)	(56, 0.024227751184544004)	(58, 0.02516331015172347)	(60, 0.026246730449922675)	(62, 0.027421555934570446)	(64, 0.02882489438533964)	(66, 0.031744483576020374)	(68, 0.03420704683445827)	(70, 0.04952279234026688)	(72, 0.05378657544930891)	(74, 0.055528650767505155)	(76, 0.05682983048047889)	(78, 0.05813369858128935)	(80, 0.059399929252385686)	(82, 0.0606984205775227)	(84, 0.062066809986414506)	(86, 0.06340293874126562)	(88, 0.06476595137448399)	(90, 0.06611552206851873)	(92, 0.06752423729496138)	(94, 0.06899478544164861)	(96, 0.07057824587747823)	(98, 0.07227461860245019)	(100, 0.0740247590841566)	(102, 0.07594695638741325)	(104, 0.07803583373654671)	(106, 0.0802725724166999)	(108, 0.08261953499815872)	(110, 0.08510091697145367)	(112, 0.08749358214613678)	(114, 0.08992926152620745)	(116, 0.09298595849656105)	(118, 0.0966099053004631)	(120, 0.10020696822599792)	(122, 0.10439009969993827)	(124, 0.10874528799542887)	(126, 0.11363277708259056)	(128, 0.11919236312893287)	(130, 0.1253460828871909)	(132, 0.1322713699545883)	(134, 0.1400892017837776)	(136, 0.149466298558266)	(138, 0.1596741071743017)
101112H14_R2_001 - illumina_universal_adapter	(1, 0.0008011395753433326)	(2, 0.0008065163510167779)	(3, 0.000838777005057449)	(4, 0.0009409357428529075)	(5, 0.000983949948240469)	(6, 0.0010753551346890371)	(7, 0.0010914854617093727)	(8, 0.001134499667096934)	(9, 0.001188267423831386)	(10, 0.0012689190589330638)	(12, 0.001419468777789529)	(14, 0.0015888372115030523)	(16, 0.0017635824208900208)	(18, 0.0019490811816238796)	(20, 0.0021507102693780742)	(22, 0.0023415858057853783)	(24, 0.0026319316921514183)	(26, 0.0028765749852931745)	(28, 0.003148102156802156)	(30, 0.0035674906593308807)	(32, 0.0041024798388386765)	(34, 0.004710055489937983)	(36, 0.00537139889777174)	(38, 0.006078444898829782)	(40, 0.006790867675561269)	(42, 0.007592007250904602)	(44, 0.008532942993757509)	(46, 0.009667442660854442)	(48, 0.010936361719787508)	(50, 0.012412286642148211)	(52, 0.014264585861650077)	(54, 0.01587493017584691)	(56, 0.017912728156082636)	(58, 0.020340342372643136)	(60, 0.02300991149450867)	(62, 0.026004775544617643)	(64, 0.029327622910806768)	(66, 0.0331989013956873)	(68, 0.037911645273462004)	(70, 0.04390943853719011)	(72, 0.05110894116393321)	(74, 0.0590800110998157)	(76, 0.06905392997405652)	(78, 0.08072422157326929)	(80, 0.09542432626446842)	(82, 0.11373762420822273)	(84, 0.1359598380665717)	(86, 0.16176567291127186)	(88, 0.19213101352705353)	(90, 0.22876029780239887)	(92, 0.2732396745609742)	(94, 0.3261310168606545)	(96, 0.3870713923434822)	(98, 0.45719530067655434)	(100, 0.5395352433396938)	(102, 0.6383657569932899)	(104, 0.752157148958247)	(106, 0.8818180943233778)	(108, 1.024254258688614)	(110, 1.1850279164881354)	(112, 1.370230954559955)	(114, 1.5816000714465952)	(116, 1.814586514928322)	(118, 2.0608052033423974)	(120, 2.32482639601125)	(122, 2.6211754524166913)	(124, 2.945107368026907)	(126, 3.2923234106909764)	(128, 3.64982253683051)	(130, 4.021142664838635)	(132, 4.422252818465482)	(134, 4.852120656781751)	(136, 5.303635393959311)	(138, 5.757932612547878)
101112H14_R2_001 - polya	(1, 0.03009919021994615)	(2, 0.03778260265729932)	(3, 0.04408956052225052)	(4, 0.05018682413593736)	(5, 0.056950807933131405)	(6, 0.06371479173032545)	(7, 0.07043576132213193)	(8, 0.07829123058103535)	(9, 0.08646392960467203)	(10, 0.09899450531163603)	(12, 0.11247408192496311)	(14, 0.12629508379355397)	(16, 0.13909987505986365)	(18, 0.1525471910191501)	(20, 0.1652793958138683)	(22, 0.17825893228956496)	(24, 0.19203423156493155)	(26, 0.20498150738658755)	(28, 0.21718141138963465)	(30, 0.22940551088321232)	(32, 0.24143335806470917)	(34, 0.2531332219301259)	(36, 0.2652470975223979)	(38, 0.2774846389551591)	(40, 0.28928397317053456)	(42, 0.30096232993325756)	(44, 0.3121648420488806)	(46, 0.32341036836989123)	(48, 0.33518550709473616)	(50, 0.3464498521306038)	(52, 0.3583620986351216)	(54, 0.3698764637398045)	(56, 0.3812510326769778)	(58, 0.3926309783898245)	(60, 0.403838867281121)	(62, 0.41582638864506705)	(64, 0.4278891848684413)	(66, 0.4402611456930387)	(68, 0.4518964882503741)	(70, 0.4632334197578333)	(72, 0.4743525918505179)	(74, 0.4851330270757755)	(76, 0.49643232115352054)	(78, 0.5081053011405701)	(80, 0.5192997480926829)	(82, 0.5307630338284681)	(84, 0.5416725116698884)	(86, 0.5532352677556323)	(88, 0.5640103262052164)	(90, 0.5749439995371672)	(92, 0.5868481808781748)	(94, 0.5983060898382865)	(96, 0.6097048542659902)	(98, 0.621996163455486)	(100, 0.6335831150317603)	(102, 0.6445598025690986)	(104, 0.6553940055510907)	(106, 0.6663169253316946)	(108, 0.6775059955081341)	(110, 0.6889370205898785)	(112, 0.6995453989935858)	(114, 0.7101242051310893)	(116, 0.7205766570402667)	(118, 0.7314807581060135)	(120, 0.7425407856662902)	(122, 0.7531814247240384)	(124, 0.7646984782165579)	(126, 0.7752369585365104)	(128, 0.785261956779649)	(130, 0.7955665473578067)	(132, 0.8061480418831468)	(134, 0.8166354428342018)	(136, 0.8267572230394622)	(138, 0.8374247459755775)
